;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
abandon_communist_faction_title;Abandon the Communists;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
abandon_communist_faction_desc;The goals of the Communists are no longer our own. As our ideology has changed, so must our allegiance. The civil war continues!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
abandon_beiyang_faction_title;Abandon the Beiyang;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
abandon_beiyang_faction_desc;The goals of the Beiyang Army are no longer our own. As our ideology has changed, so must our allegiance. The civil war continues!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
trucial_protectorate_title;The Trucial States Treaty;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
trucial_protectorate_desc;With enough influence among the sheiks of the Trucial States, a treaty could be signed that would force them to acknowledge us as their sovereign. They would enter into no relationships with other nations without our express permission, and our continued influence over the Arabian peninsula would be secured.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
aden_protectorate_title;The Aden Protectorate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
aden_protectorate_desc;With enough influence among the sheiks of southern Yemen, a treaty could be signed that would force them to acknowledge us as their sovereign. We cede them Aden, and in return they would agree enter into no relationships with other nations without our express permission. Our continued influence over the Arabian peninsula would be secured.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
bosnian_annexation_title;Annex Bosnia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
bosnian_annexation_desc;The government feels it is vital to bring Bosnia more fully under our administration, despite the international furore it might cause.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
reclaim_croatia_title;Reclaim Croatia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
reclaim_croatia_desc;The Croatians renounced their ties to Hungary during the revolution, but now the time has come to reclaim our ancient kingdom's western shores.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
belize_purchase_title;Belize Purchase;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
belize_purchase_desc;We are interested in purchasing Belize from Great Britain and integrating it into the United States of Central America. As such, we have have sent delegates overseas to London and are currently awaiting a reply.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
apply_for_statehood_panama_title;Apply for USCA Statehood;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
apply_for_statehood_panama_desc;To further our own prosperity, we seek to become part of the United States of Central America.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
form_germany_AUS_title;Three Hurrahs For Germany!;Pour l'Allemagne, hip hip hip, hourra !;Ein dreifaches Hurra auf Deutschland!;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,
form_germany_AUS_desc;The great empire of the Habsburgs no longer exists, but the unification of Germany under Austrian leadership, as perhaps it was always meant to be, still awaits us. Long live the German Empire, one people ruled from the great city of Vienna!;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
austria_annex_SGF_title;Inherit the South German Confederation;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
austria_annex_SGF_desc;With the great empire of the Habsburgs now lost to us, perhaps it is time to look north towards the unification of Germany. First, however, we must bring the South German Confederation under our own leadership.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
join_kalmar_union_title;Join the Kalmar Union;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
join_kalmar_union_desc;The time has come for our nation to take part in the growing Scandinavian union.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_ukraine_title;Claim the Greater Ukraine;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_ukraine_desc;All Ukrainians must rightfully fall under the Ukrainian flag!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_macedonia_title;Claim Greater Macedonia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
greater_macedonia_desc;All Macedonians must rightfully fall under the Macedonian flag!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_with_ukraine_title;Unite with the Ukraine;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unite_with_ukraine_desc;For the common good of our people, we must set aside our sovereignty and join the greater Ukrainian nation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
treaty_of_simulambuko_desc;With the colonial powers of Europe having met at the Congo Conference to decide the orderly division of the African continent, pressure is mounting for Portugal to occupy the lands we have lain claim to. Our diplomats have been in close contact with the princes of Cabinda, and with additional urging we should be able to conclude a treaty forcing the Kongolese to surrender our Angolan claims.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
treaty_of_simulambuko_title;Treaty of Simulambuko;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
league_of_three_emperors_title;The League of Three Emperors;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
league_of_three_emperors_desc;After the defeat of Napoleon, a Holy Alliance was once formed between Prussia, Austria and Russia. Perhaps the time has come to resurrect that alliance, a common front between our three monarchies to stand against the wave of revolution and change and Europe?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
rio_grande_treaty_title;Treaty of the Rio Grande;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
rio_grande_treaty_desc;Our allies in the Rio Grande should be approached to find their willingness to turn over lands claimed by the state of Texas.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
create_cambodian_protectorate_title;Create Cambodian Protectorate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
create_cambodian_protectorate_desc;Fearing invasion by the Siamese, the Cambodians have requested that we allow them to join the Dai Viet in protection by our nation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
commodore_perry_expedition_title;Commodore Perry's Expedition;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
commodore_perry_expedition_desc;The Far East remains an enigma, and one which is beyond the reach of most western powers due to the enforced seclusion of China and Japan. While China is largely spoken for, Japan remains a potential target for American influence to expand. If we are to be taken seriously as a world power, we must consider sending a force to negotiate for trade rights with the Japanese-- under the threat of military force, if necessary.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
kanagawa_treaty_title;The Treaty of Kanagawa;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
unequal_treaty_desc;The Japanese are at a disadvantage. We are in a position to bring them to the negotiating table, and wrangle concessions of both trading privileges and reparations-- provided they are willing, of course.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
ansei_purge_title;The Ansei Purge;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
ansei_purge_desc;After the recent succession crisis of the shogunate, there are too many opposing factions within the bakufu. We must take steps to ensure these men are retired, forcefully or otherwise, lest they continue to stir up problems in the name of the Emperor.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
overthrow_the_bakufu_title;Overthrow the Bakufu;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
overthrow_the_bakufu_desc;The time has come to restore Emperor Meiji to power. For too long has the imperial court been forced to remain but a figurehead, with central authority remaining with the tyrannical Tokugawa clan. Japan must have one ruler, an Emperor that can lead the nation into the future. Let us send our forces to Kyoto, to seize the imperial palace and set the coup in motion.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
fukoku_kyohei_title;Fukoku Kyohei;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
fukoku_kyohei_desc;Meaning 'Enrich the country, strengthen the military', this must become the objective of a unified Japan if we are to catch up with the technological advantage held by the West. We must face these barbarians at their own game, and be better at it.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
abolish_the_han_system_title;Abolish the Han System;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
abolish_the_han_system_desc;The han system, under which the daimyo rule as feudal lords with very little central authority remaining to the government, is an antiquated relic that must be eliminated. The domains shall be replaced with prefectures, and the daimyos given roles as governors and bureaucrats. There will be resistance, but all will come to understand that this is for the greater good of Japan.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
become_japan_title;Bunmei Kaika;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
become_japan_desc;With the embracing of Western ideas and authority slowly falling away from the shogunate, the government will naturally pass first to the imperial court-- and eventually, with the extension of voting privileges to the landowners, to the Japanese people themselves. This is a natural process, and one the Tokugawa must embrace for the good of Japan.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
galicia_annex_krakow_title;Unite with Galicia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
galicia_annex_krakow_desc;The Great Powers of the world swim around us like hungary sharks, and our city alone is too small to be safe. Now that the Poles of Galicia have been freed, it would be best for us to come under their protection. Together, we shall not rest until we have liberated the rest of our Polish bretheren!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
krakow_form_galicia_title;Form Galicia-Lodomeria;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
krakow_form_galicia_desc;Now that we have liberated Galicia from foreign tyranny, let us extend to its people the freedoms we ourselves hold dear. Long live free Galicia!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
become_poland_lithuania_title;The Commonwealth Reborn;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
become_poland_lithuania_desc;Our ancient empire has been reborn. Let Poland-Lithuania exist once again, and let our ancient enemies tremble!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
stop_poland_lithuania_title;End the Commonwealth;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
stop_poland_lithuania_desc;The Poland-Lithuanian union is at an end. We must put aside our dreams of greatness and return to our roots as Poland itself.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
boer_republic_title;The Boer Republic;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
boer_republic_desc;We have established a new nation, dominated by the Voortrekkers and carved from the territory of African natives. This is a new opportunity for us to live outside of British rule, now and forever.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
sand_river_convention_desc;The Boers of the Transvaal are becoming increasingly resistant to colonial rule. The time has come to meet with them at Pretoria and discuss the terms of their independence-- preferably subject to our conditions, which are that they abandon all laws allowing slavery and that our influence within their borders remain strong.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
orange_river_convention_desc;The Boers of the Orange Free State are becoming increasingly resistant to colonial rule. The time has come to meet with them at Bloemfontein and discuss the terms of their independence-- preferably subject to our conditions, which are that they abandon all laws allowing slavery and that our influence within their borders remain strong.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
claim_north_cape_colony_title;Claim the Northern Cape;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_north_cape_colony_desc;The northern cape colony rightfully belongs to us. We must take steps to assert our claim, before our African ambitions come to naught.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
claim_transvaal_title;Claim the Transvaal;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_transvaal_desc;The Transvaal is boer territory and rightfully belongs as part of our nation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_oranje_title;Claim Transorangia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_oranje_desc;The territory of the Orange Free State is Boer land and rightfully belongs as part of our nation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_natalia_title;Claim Natal;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_natalia_desc;The Natal is boer territory and rightfully belongs as part of our nation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
treaty_of_vereeniging_title;Treaty of Vereeniging;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
treaty_of_vereeniging_desc;The Cape Colony is under our control. Now is the time to sit down with our former colonial masters and work out a peace deal that will see it transferred back into Boer hands.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
treaty_of_umtata_title;Treaty of Umtata;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
treaty_of_umtata_desc;Now that the war with the Xhosa is done, the time has come to discuss our mutual borders. With our colonists increasingly moving eastward, we may need to incorporate some of their lands into the Cape Colony.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
begin_zemene_mesafint_title;Zemene Mesafint;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
begin_zemene_mesafint_desc;With the 'Age of Princes' upon us, we must gather all our forces to unite Ethiopia once again.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
gold_coast_treaty_title;Gold Coast Treaty;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
gold_coast_treaty_desc;We have experienced numerous conflicts with the Dutch government, in regards to their colonial holdings on the Gold Coast and elsewhere. A treaty to solidify our hold on the Gold Coast, and increase our mutual friendship and cooperation, might be beneficial to both our nations.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
apply_for_USA_statehood2_title;Apply for Statehood;Demande de rattachement en tant qu'État;Antrag auf Souveränität;;Solicitud de ingreso como estado;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
apply_for_USA_statehood2_desc;Our position on the North American continent, and our traditional cultural ties to the USA, make it likely that the USA would accept a petition of statehood from us. Doing this means our country will be annexed by the United States;Notre position géographique sur le continent nord Américain, et les liens qui nous unissent aux Etats-Unis font que ces derniers accepteraient probablement une pétition sur une demande de rattachement en tant qu'Etat. En faisant cela, notre pays serait annexé aux Etats-Unis.;Unsere Position auf dem nordamerikanischen Kontinent und unsere traditionellen kulturellen Verbindungen mit den USA machen es wahrscheinlich, dass die USA einen Antrag auf Souveränität von uns akzeptiert. Dies bedeutet, dass unser Land von den Vereinigten Staaten annektiert wird;;Por nuestra posición en el continente norteamericano y nuestros vínculos culturales tradicionales con los EE.UU. parece probable que nos acepten como estado de la Unión si lo solicitamos. Si lo hacemos, nuestro país será anexionado por los Estados Unidos.;;;;;;;;;x,,,,,,,,,,,,,,,
canadian_dominion_title;The Canadian Confederation;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
canadian_dominion_desc;The Confederation of Canada now has self-rule. Our dominion is ours to govern, as a new and emerging power not only within North America but in the world.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
vive_le_quebec_title;Vive le Quebec Libre!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vive_le_quebec_desc;Quebec is free! Finally the Quebecois has the right to govern themselves, and seek out their destiny as an emerging power not only in North America but in the world!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
organize_british_columbia_title;Organize British Columbia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
organize_british_columbia_desc;The colonies of Columbia, New Caledonia and Vancouver Island must be merged into a single entity-- both for the sake of their viability as well as to ensure their strength in the years to come.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
join_confederation_title;Join Confederation;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
join_confederation_desc;Our position on the North American continent, and our traditional cultural ties to Canada, make it likely that Canada would be willing to negotiate our entrance into confederation. Doing this means our country will be annexed by Canada.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
form_the_rcmp_title;Form the R.C.M.P.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
form_the_rcmp_desc;With the acquisition of Rupert's Land and the North-West Territories it has become increasingly obvious that a new force is required to patrol those lands and keep order.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
build_the_cnr_title;Build the Canadian National Railway;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
build_the_cnr_desc;One railway, linking the Pacific and Atlantic coasts, is a dream that will ensure the unity of Canada-- though it is an expensive dream, to be sure.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
become_savoy_title;Become Savoy;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
become_savoy_desc;With the loss of Sardinia, we can no longer claim a name that belongs to a union of Sardinia and Piedmont. We must become the Duchy of Savoy once more.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
become_piedmont_title;Become Sardinia-Piedmont;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
become_piedmont_desc;Sardinia and Piedmont must be united into a single land once more!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
form_baltic_states_title;Unite the Baltic States;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
form_baltic_states_desc;The time has become to unite the Baltic nations under a single flag-- ours.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
